,Index Code,Year_Month,Industry,Weight,pfBeta,pfSysVol,pfSpecVar
0,ALSI,2017-Q3,Basic Materials,0.24444894148251234,0.20063527668494543,0.0024044446569711393,0.0007335548382208642
1,ALSI,2017-Q3,Consumer Goods,0.24107238165338027,0.19786391260599873,0.002371232194724986,0.0007234222854506195
2,ALSI,2017-Q3,Consumer Services,0.1700954261681419,0.13960847073060567,0.0016730898327676994,0.0005104310211701471
3,ALSI,2017-Q3,Financials,0.23328945289113076,0.19147595258390607,0.002294677878864647,0.0007000668762823418
4,ALSI,2017-Q3,Health Care,0.027194733210733797,0.022320500915317662,0.00026749238744804417,8.160734098448332e-05
5,ALSI,2017-Q3,Industrials,0.03320641910394215,0.02725468576067576,0.0003266244333372577,9.964751430690527e-05
6,ALSI,2017-Q3,Oil & Gas,0.0,0.0,0.0,0.0
7,ALSI,2017-Q3,Technology,0.002438444978378503,0.0020013917014772035,2.398499238336746e-05,7.317409929356908e-06
8,ALSI,2017-Q3,Telecommunications,0.04825420051178035,0.03960538676165424,0.0004746371732817038,0.00014480366343672002
9,ALSI,2017-Q3,Utilities,0.0,0.0,0.0,0.0
10,ALSI,2017-Q4,Basic Materials,0.23928138776943397,0.20663543695871325,0.0026054877945081655,0.0008054002742657188
11,ALSI,2017-Q4,Consumer Goods,0.2610413867266472,0.22542664731844883,0.002842428127477815,0.0008786425322262437
12,ALSI,2017-Q4,Consumer Services,0.19305589871007764,0.16671664419571644,0.002102147569586966,0.0006498093112011508
13,ALSI,2017-Q4,Financials,0.20975850669878324,0.18114046015678867,0.002284018970688001,0.000706028832411963
14,ALSI,2017-Q4,Health Care,0.023584259510887193,0.020366581014966804,0.0002568043460084746,7.938255982001139e-05
15,ALSI,2017-Q4,Industrials,0.02932227752002207,0.025321742256914477,0.0003192844913588299,9.869622780471875e-05
16,ALSI,2017-Q4,Oil & Gas,0.0,0.0,0.0,0.0
17,ALSI,2017-Q4,Technology,0.0023200528260160776,0.0020035203487413465,2.526259721723013e-05,7.809095391008083e-06
18,ALSI,2017-Q4,Telecommunications,0.04163623023813267,0.035955661695093004,0.00045336869158966054,0.00014014391827873838
19,ALSI,2017-Q4,Utilities,0.0,0.0,0.0,0.0
20,ALSI,2018-Q1,Basic Materials,0.24735903903290088,0.21164142907768094,0.0026440029886034364,0.000776142498776838
21,ALSI,2018-Q1,Consumer Goods,0.21589135219569247,0.1847175445168669,0.00230764714582807,0.0006774058235858036
22,ALSI,2018-Q1,Consumer Services,0.1826796301826953,0.1563014561602717,0.0019526494364160794,0.0005731968607250578
23,ALSI,2018-Q1,Financials,0.24572978188647498,0.21024742984420747,0.0026265879760726807,0.0007710303520054042
24,ALSI,2018-Q1,Health Care,0.02402668886657802,0.02055733555405276,0.00025681955030973255,7.538893426796963e-05
25,ALSI,2018-Q1,Industrials,0.03680943260665064,0.03149430459815919,0.00039345337935209275,0.00011549755817932119
26,ALSI,2018-Q1,Oil & Gas,0.0006444016436811242,0.0005513527433721137,6.8879628511462605e-06,2.0219495673091026e-06
27,ALSI,2018-Q1,Technology,0.0016357019226443126,0.0013995134109795252,1.74839002805178e-05,5.132368651086066e-06
28,ALSI,2018-Q1,Telecommunications,0.0452239716626823,0.038693819432188074,0.0004833957825036059,0.00014189999487432728
29,ALSI,2018-Q1,Utilities,0.0,0.0,0.0,0.0
30,ALSI,2018-Q2,Basic Materials,0.2754991354817423,0.22277283332397863,0.002630223008264699,0.0008964046131857303
31,ALSI,2018-Q2,Consumer Goods,0.2044809459998813,0.16534643428737683,0.0019522039079366256,0.0006653293593185274
32,ALSI,2018-Q2,Consumer Services,0.18303356762909043,0.14800375465000593,0.00174744323615023,0.0005955450063524147
33,ALSI,2018-Q2,Financials,0.23329518421333761,0.18864606996739194,0.00222729686669357,0.000759083613809415
34,ALSI,2018-Q2,Health Care,0.025222937952424904,0.02039565511736056,0.0002408063880944463,8.20690703769904e-05
35,ALSI,2018-Q2,Industrials,0.03356327273574897,0.027139777952093613,0.0003204325560872062,0.00010920641352041584
36,ALSI,2018-Q2,Oil & Gas,0.0010087601583832252,0.0008156989612124184,9.63075319187757e-06,3.2822508063101246e-06
37,ALSI,2018-Q2,Technology,0.001406163108826095,0.0011370450920692749,1.3424806418140354e-05,4.575299648179238e-06
38,ALSI,2018-Q2,Telecommunications,0.042490032720565146,0.0343580932137486,0.0004056573952151538,0.000138251836175549
39,ALSI,2018-Q2,Utilities,0.0,0.0,0.0,0.0
40,ALSI,2018-Q3,Basic Materials,0.26361934869956105,0.21551393791113405,0.002572537997808593,0.0007990880805817664
41,ALSI,2018-Q3,Consumer Goods,0.21552303015622268,0.17619426331427313,0.0021031885072730753,0.0006532975873670721
42,ALSI,2018-Q3,Consumer Services,0.19394204760698508,0.15855139090706502,0.0018925897863831683,0.0005878808946720584
43,ALSI,2018-Q3,Financials,0.23076522347299488,0.18865505240393912,0.002251929947045117,0.0006995000192501611
44,ALSI,2018-Q3,Health Care,0.024729489563075212,0.020216838045315686,0.00024132352910076032,7.496050819564709e-05
45,ALSI,2018-Q3,Industrials,0.031206715404807017,0.025512095979824446,0.00030453174837768835,9.459440074145893e-05
46,ALSI,2018-Q3,Oil & Gas,0.0010544915751851494,0.0008620673443862606,1.0290290371001703e-05,3.1963953061907685e-06
47,ALSI,2018-Q3,Technology,0.0014993962657400624,0.0012257855704179126,1.4631907280010072e-05,4.544999029593952e-06
48,ALSI,2018-Q3,Telecommunications,0.037660257255428944,0.03078799179158037,0.00036750884665621297,0.00011415650191425561
49,ALSI,2018-Q3,Utilities,0.0,0.0,0.0,0.0
50,ALSI,2018-Q4,Basic Materials,0.2342831627047591,0.1894114169753992,0.002235937109288863,0.0007292371152685289
51,ALSI,2018-Q4,Consumer Goods,0.30083298600869246,0.24321509704329,0.002871071183048141,0.0009363821811260714
52,ALSI,2018-Q4,Consumer Services,0.165131408108854,0.13350414786937484,0.0015759708851335664,0.0005139931965204117
53,ALSI,2018-Q4,Financials,0.21815705092755514,0.1763739043912231,0.002082033724449257,0.0006790424743172046
54,ALSI,2018-Q4,Health Care,0.017493636491001524,0.014143118257238041,0.00016695468233853396,5.445124123721368e-05
55,ALSI,2018-Q4,Industrials,0.027471448004450394,0.022209901184602938,0.00026218030066657615,8.550849008411411e-05
56,ALSI,2018-Q4,Oil & Gas,0.0009402434071277731,0.0007601606278052477,8.97343668017027e-06,2.9266310986597506e-06
57,ALSI,2018-Q4,Technology,0.0015216451737496608,0.0012302077757798944,1.4522182780350753e-05,4.736320460065829e-06
