,Index Code,Year_Month,Industry,Weight,pfBeta,pfSysVol,pfSpecVar
0,ALSI,2017-Q3,Basic Materials,0.24444894148251234,0.225017915486027,0.0030243662942015396,0.0007588509029927218
1,ALSI,2017-Q3,Consumer Goods,0.24107238165338027,0.22190975535386498,0.0029825908883615738,0.0007483689370663971
2,ALSI,2017-Q3,Consumer Services,0.1700954261681419,0.1565746940769667,0.002104451222332566,0.0005280328356498954
3,ALSI,2017-Q3,Financials,0.23328945289113076,0.21474548458289533,0.0028862990931262772,0.0007242081348827494
4,ALSI,2017-Q3,Health Care,0.027194733210733797,0.025033048382889885,0.000336458133152646,8.442150630088876e-05
5,ALSI,2017-Q3,Industrials,0.03320641910394215,0.030566870783766475,0.0004108357928654695,0.0001030837808883863
6,ALSI,2017-Q3,Oil & Gas,0.0,0.0,0.0,0.0
7,ALSI,2017-Q3,Technology,0.002438444978378503,0.0022446151852179488,3.016888008656208e-05,7.569745086717719e-06
8,ALSI,2017-Q3,Telecommunications,0.04825420051178035,0.04441851761253124,0.0005970096523895624,0.0001497971044974886
9,ALSI,2017-Q3,Utilities,0.0,0.0,0.0,0.0
10,ALSI,2017-Q4,Basic Materials,0.23928138776943397,0.23151621674369824,0.0032707117491791353,0.000864465996527252
11,ALSI,2017-Q4,Consumer Goods,0.2610413867266472,0.2525700591753341,0.0035681468523224742,0.0009430796294484424
12,ALSI,2017-Q4,Consumer Services,0.19305589871007764,0.18679083946336605,0.002638860473209139,0.0006974644430961053
13,ALSI,2017-Q4,Financials,0.20975850669878324,0.20295141361978256,0.0028671666390160354,0.000757806941082089
14,ALSI,2017-Q4,Health Care,0.023584259510887193,0.02281890199468188,0.00032237072593492414,8.520424672595775e-05
15,ALSI,2017-Q4,Industrials,0.02932227752002207,0.028370709569294297,0.0004008030816414313,0.00010593432315437496
16,ALSI,2017-Q4,Oil & Gas,0.0,0.0,0.0,0.0
17,ALSI,2017-Q4,Technology,0.0023200528260160776,0.002244762360883387,3.171255444271695e-05,8.381791818135107e-06
18,ALSI,2017-Q4,Telecommunications,0.04163623023813267,0.04028504930559166,0.000569121186987632,0.0001504216671424841
19,ALSI,2017-Q4,Utilities,0.0,0.0,0.0,0.0
20,ALSI,2018-Q1,Basic Materials,0.24735903903290088,0.23730519300628108,0.0033241074611604915,0.0008035879092202716
21,ALSI,2018-Q1,Consumer Goods,0.21589135219569247,0.20711650239865093,0.002901232384470396,0.0007013597764931422
22,ALSI,2018-Q1,Consumer Services,0.1826796301826953,0.17525466248700347,0.0024549202813306846,0.0005934658488712797
23,ALSI,2018-Q1,Financials,0.24572978188647498,0.23574215660744532,0.0033022128667371075,0.0007982949902754158
24,ALSI,2018-Q1,Health Care,0.02402668886657802,0.02305013013099065,0.00032288003721485457,7.805478525169778e-05
25,ALSI,2018-Q1,Industrials,0.03680943260665064,0.03531332246165093,0.0004946595444712127,0.00011958170238536759
26,ALSI,2018-Q1,Oil & Gas,0.0006444016436811242,0.0006182101006908193,8.659721189568484e-06,2.0934483395811733e-06
27,ALSI,2018-Q1,Technology,0.0016357019226443126,0.0015692192287431427,2.1981201845521883e-05,5.3138558965314015e-06
28,ALSI,2018-Q1,Telecommunications,0.0452239716626823,0.04338585469074359,0.0006077374096171103,0.00014691776365697293
29,ALSI,2018-Q1,Utilities,0.0,0.0,0.0,0.0
30,ALSI,2018-Q2,Basic Materials,0.2754991354817423,0.25349562709863965,0.0034057209398805485,0.0009398245281980054
31,ALSI,2018-Q2,Consumer Goods,0.2044809459998813,0.1881495037918119,0.0025277939198634293,0.000697556485118466
32,ALSI,2018-Q2,Consumer Services,0.18303356762909043,0.16841508023284674,0.0022626613796279836,0.0006243919279115399
33,ALSI,2018-Q2,Financials,0.23329518421333761,0.21466241234420103,0.0028839955982413925,0.000795851994420132
34,ALSI,2018-Q2,Health Care,0.025222937952424904,0.023208437523186933,0.00031180601637704287,8.604431995568374e-05
35,ALSI,2018-Q2,Industrials,0.03356327273574897,0.03088264816059724,0.00041490925395167873,0.0001144961377410445
36,ALSI,2018-Q2,Oil & Gas,0.0010087601583832252,0.0009281927091870143,1.2470295373941917e-05,3.441235988852273e-06
37,ALSI,2018-Q2,Technology,0.001406163108826095,0.0012938559623845588,1.738299155183351e-05,4.796917340633564e-06
38,ALSI,2018-Q2,Telecommunications,0.042490032720565146,0.03909644751192038,0.0005252618812019047,0.0001449484583132907
39,ALSI,2018-Q2,Utilities,0.0,0.0,0.0,0.0
40,ALSI,2018-Q3,Basic Materials,0.26361934869956105,0.24074719594640506,0.0032102107757767647,0.0008329433050955358
41,ALSI,2018-Q3,Consumer Goods,0.21552303015622268,0.19682381216682485,0.002624520382318654,0.0006809760586546349
42,ALSI,2018-Q3,Consumer Services,0.19394204760698508,0.17711523971139984,0.00236171910057219,0.0006127878356715888
43,ALSI,2018-Q3,Financials,0.23076522347299488,0.21074356168137198,0.002810131391045254,0.0007291359639908947
44,ALSI,2018-Q3,Health Care,0.024729489563075212,0.0225839085744853,0.0003011420605750676,7.81363844179307e-05
45,ALSI,2018-Q3,Industrials,0.031206715404807017,0.028499157081853764,0.00038001813813477893,9.86021124727064e-05
46,ALSI,2018-Q3,Oil & Gas,0.0010544915751851494,0.0009630017338532146,1.2841015784023964e-05,3.331818025357175e-06
47,ALSI,2018-Q3,Technology,0.0014993962657400624,0.0013693055853833535,1.8258819290703314e-05,4.7375584811749875e-06
48,ALSI,2018-Q3,Telecommunications,0.037660257255428944,0.03439277646952123,0.00045860580513642845,0.0001189930075460252
49,ALSI,2018-Q3,Utilities,0.0,0.0,0.0,0.0
50,ALSI,2018-Q4,Basic Materials,0.2342831627047591,0.22290071058637412,0.0030964935790949747,0.0007991071785766412
51,ALSI,2018-Q4,Consumer Goods,0.30083298600869246,0.2862172662132845,0.003976074929165031,0.0010260993402037128
52,ALSI,2018-Q4,Consumer Services,0.165131408108854,0.1571086363298629,0.002182522802803154,0.0005632401923587899
53,ALSI,2018-Q4,Financials,0.21815705092755514,0.20755807250416658,0.0028833566169787226,0.0007441032613726874
54,ALSI,2018-Q4,Health Care,0.017493636491001524,0.01664372274800589,0.0002312113787607982,5.9668353192696734e-05
55,ALSI,2018-Q4,Industrials,0.027471448004450394,0.02613677060841656,0.00036308696439026745,9.370127606615803e-05
56,ALSI,2018-Q4,Oil & Gas,0.0009402434071277731,0.000894562465152673,1.2427088824246908e-05,3.2070390700334362e-06
57,ALSI,2018-Q4,Technology,0.0015216451737496608,0.0014477173117069086,2.011140901369166e-05,5.190119373290986e-06
58,ALSI,2018-Q4,Telecommunications,0.034168419173810125,0.032508375017342446,0.0004516000610460406,0.00011654371029989845
59,ALSI,2018-Q4,Utilities,0.0,0.0,0.0,0.0
60,ALSI,2019-Q1,Basic Materials,0.2624611497898388,0.2589794920316727,0.003731247679164532,0.0009839643213894961
61,ALSI,2019-Q1,Consumer Goods,0.2972149907045334,0.2932723086006932,0.00422532151965042,0.0011142561360778346
62,ALSI,2019-Q1,Consumer Services,0.16011944073163054,0.1579953888728968,0.0022763189603391327,0.0006002862403327934
63,ALSI,2019-Q1,Financials,0.20557124327243917,0.20284425409873308,0.0029224790982491987,0.0007706846100679228
64,ALSI,2019-Q1,Health Care,0.015687659765890132,0.01547955634801241,0.00022302174679898672,5.881288529023656e-05
65,ALSI,2019-Q1,Industrials,0.025575925081309455,0.025236649656916476,0.0003635970930499079,9.588389667076565e-05
66,ALSI,2019-Q1,Oil & Gas,0.0,0.0,0.0,0.0
67,ALSI,2019-Q1,Technology,0.0013027799715633233,0.001285498046223863,1.852081631605303e-05,4.884109559321761e-06
68,ALSI,2019-Q1,Telecommunications,0.03206681068279531,0.03164143092551391,0.000455873995195843,0.0001202181642421643
69,ALSI,2019-Q1,Utilities,0.0,0.0,0.0,0.0
70,ALSI,2019-Q2,Basic Materials,0.24729497947427054,0.23615061465934375,0.003292692823483939,0.0009246572228955182
71,ALSI,2019-Q2,Consumer Goods,0.318340800728211,0.30399475121951,0.004238656491160062,0.0011903036663399348
72,ALSI,2019-Q2,Consumer Services,0.05740496221071018,0.05481800374344457,0.0007643378264508524,0.00021464209686351547
73,ALSI,2019-Q2,Financials,0.1974326424319267,0.18853532717581448,0.0026287838363686345,0.0007382176510341293
74,ALSI,2019-Q2,Health Care,0.012543967156479704,0.011978672436322174,0.000167020902413655,4.6902973362667484e-05
75,ALSI,2019-Q2,Industrials,0.02431469098069792,0.023218947802946505,0.0003237461943933379,9.091472332180536e-05
76,ALSI,2019-Q2,Oil & Gas,0.0,0.0,0.0,0.0
77,ALSI,2019-Q2,Technology,0.10776961782992593,0.10291297278353148,0.001434935104516038,0.00040295988113862446
78,ALSI,2019-Q2,Telecommunications,0.03489833918777798,0.03332564319463462,0.00046466576571588047,0.0001304878953290437
79,ALSI,2019-Q2,Utilities,0.0,0.0,0.0,0.0
80,ALSI,2019-Q3,Basic Materials,0.23761655993787875,0.22868975103785924,0.0032136979462775443,0.0010922668427973078
81,ALSI,2019-Q3,Consumer Goods,0.3513939762471209,0.33819276301772255,0.004752505886352803,0.0016152745798263294
